time_ms,audio_time_ms,frame_id,mouth_open_target,mouth_up_corner_l_target,mouth_up_corner_r_target,mouth_lip_upper_l_target,mouth_lip_upper_r_target,mouth_lip_lower_target,send_success
12201.294,12200.0,305,0.076393,-0.210746,-0.210746,0.062186,0.062186,-0.139358,1
12241.38,12240.0,306,0.043912,-0.126544,-0.126544,0.035474,0.035474,-0.083511,1
12281.13,12280.0,307,0.010978,-0.031636,-0.031636,0.008868,0.008868,-0.020878,1
12320.979,12320.0,308,0.002744,-0.007909,-0.007909,0.002217,0.002217,-0.005219,1
12361.467,12360.0,309,0.000686,-0.001977,-0.001977,0.000554,0.000554,-0.001305,1
12401.357,12400.0,310,0.000172,-0.000494,-0.000494,0.000139,0.000139,-0.000326,1
12440.717,12440.0,311,4.3e-05,-0.000124,-0.000124,3.5e-05,3.5e-05,-8.2e-05,1
12480.621,12480.0,312,1.1e-05,-3.1e-05,-3.1e-05,9e-06,9e-06,-2e-05,1
12520.661,12520.0,313,0.140011,0.139969,0.139969,-0.06911,-0.06911,0.13998,1
12561.597,12560.0,314,0.243748,0.200549,0.200549,-0.089259,-0.089259,0.222145,1
12601.063,12600.0,315,0.268057,0.214405,0.214405,-0.093736,-0.093736,0.24123,1
12641.255,12640.0,316,0.178367,0.074405,0.074405,0.046264,0.046264,0.10123,1
12681.688,12680.0,317,0.128106,-0.065595,-0.065595,0.136838,0.136838,-0.03877,1
12721.462,12720.0,318,0.087703,-0.205595,-0.205595,0.117724,0.117724,-0.17877,1
12761.345,12760.0,319,0.049763,-0.17493,-0.17493,0.071188,0.071188,-0.171704,1
12800.74,12800.0,320,0.012441,-0.043733,-0.043733,0.017797,0.017797,-0.042926,1
12841.622,12840.0,321,0.00311,-0.010933,-0.010933,0.004449,0.004449,-0.010732,1
12880.698,12880.0,322,0.000778,-0.002733,-0.002733,0.001112,0.001112,-0.002683,1
12921.286,12920.0,323,0.000194,-0.000683,-0.000683,0.000278,0.000278,-0.000671,1
12961.888,12960.0,324,4.9e-05,-0.000171,-0.000171,7e-05,7e-05,-0.000168,1
13001.153,13000.0,325,1.2e-05,-4.3e-05,-4.3e-05,1.7e-05,1.7e-05,-4.2e-05,1
13042.079,13040.0,326,3e-06,-1.1e-05,-1.1e-05,4e-06,4e-06,-1e-05,1
13081.979,13080.0,327,1e-06,-3e-06,-3e-06,1e-06,1e-06,-3e-06,1
13120.531,13120.0,328,0.0,-1e-06,-1e-06,0.0,0.0,-1e-06,1
13160.458,13160.0,329,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
13201.143,13200.0,330,0.0,-0.0,-0.0,0.0,0.0,-0.0,1
13240.518,13240.0,331,0.113924,0.14,0.14,0.14,0.14,0.042721,1
13281.448,13280.0,332,0.140322,0.192656,0.192656,0.227781,0.227781,0.054339,1
13321.679,13320.0,333,0.131288,0.052656,0.052656,0.116988,0.116988,0.055937,1
13360.689,13360.0,334,0.096961,-0.032326,-0.032326,0.069275,0.069275,0.04222,1
13401.069,13400.0,335,0.056309,-0.030826,-0.030826,0.037333,0.037333,0.024672,1
13441.107,13440.0,336,0.014077,-0.007706,-0.007706,0.009333,0.009333,0.006168,1
13480.364,13480.0,337,0.154077,0.132294,0.132294,-0.067257,-0.067257,0.146168,1
13520.405,13520.0,338,0.246157,0.197752,0.197752,-0.088413,-0.088413,0.2227,1
13560.963,13560.0,339,0.263618,0.209707,0.209707,-0.091786,-0.091786,0.236849,1
13601.162,13600.0,340,0.217463,0.172628,0.172628,-0.075209,-0.075209,0.195093,1
13641.424,13640.0,341,0.155405,0.123292,0.123292,-0.053643,-0.053643,0.13936,1
13681.309,13680.0,342,0.08937,0.07089,0.07089,-0.030831,-0.030831,0.080133,1
13721.104,13720.0,343,0.022343,0.017723,0.017723,-0.007708,-0.007708,0.020033,1
13761.594,13760.0,344,0.005586,0.004431,0.004431,-0.001927,-0.001927,0.005008,1
13800.7,13800.0,345,0.001396,0.001108,0.001108,-0.000482,-0.000482,0.001252,1
13841.562,13840.0,346,0.000349,0.000277,0.000277,-0.00012,-0.00012,0.000313,1
13881.125,13880.0,347,8.7e-05,6.9e-05,6.9e-05,-3e-05,-3e-05,7.8e-05,1
13920.765,13920.0,348,0.101146,0.016034,0.016034,0.108634,0.108634,0.042472,1
13961.235,13960.0,349,0.142224,0.156034,0.156034,0.248634,0.248634,0.0545,1
14001.66,14000.0,350,0.148423,0.271796,0.271796,0.294946,0.294946,0.05595,1
14041.227,14040.0,351,0.121756,0.242539,0.242539,0.248327,0.248327,0.045731,1
14081.004,14080.0,352,0.086873,0.177028,0.177028,0.178475,0.178475,0.032595,1
14120.825,14120.0,353,0.049935,0.102454,0.102454,0.102816,0.102816,0.01873,1
14161.074,14160.0,354,0.012484,0.025614,0.025614,0.025704,0.025704,0.004682,1
14200.749,14200.0,355,0.115328,0.165614,0.165614,0.165704,0.165704,0.043248,1
14241.523,14240.0,356,0.144129,0.025614,0.025614,0.214371,0.214371,-0.096752,1
14280.325,14280.0,357,0.127282,-0.114386,-0.114386,0.074371,0.074371,0.017927,1
14321.268,14320.0,358,0.100258,-0.13915,-0.13915,0.029122,0.029122,0.036069,1
14360.908,14360.0,359,0.070689,-0.10849,-0.10849,0.0143,0.0143,0.030075,1
14400.737,14400.0,360,0.040485,-0.063974,-0.063974,0.007085,0.007085,0.018048,1
14441.119,14440.0,361,0.010121,-0.015993,-0.015993,0.001771,0.001771,0.004512,1
14480.836,14480.0,362,0.00253,-0.003998,-0.003998,0.000443,0.000443,0.001128,1
14520.534,14520.0,363,0.000633,-0.001,-0.001,0.000111,0.000111,0.000282,1
14561.036,14560.0,364,0.000158,-0.00025,-0.00025,2.8e-05,2.8e-05,7e-05,1
14601.416,14600.0,365,4e-05,-6.2e-05,-6.2e-05,7e-06,7e-06,1.8e-05,1
14640.52,14640.0,366,1e-05,-1.6e-05,-1.6e-05,2e-06,2e-06,4e-06,1
14681.673,14680.0,367,2e-06,-4e-06,-4e-06,0.0,0.0,1e-06,1
14720.754,14720.0,368,0.140002,0.139996,0.139996,0.137585,0.137585,0.094264,1
14760.952,14760.0,369,0.280002,0.279996,0.279996,0.055707,0.055707,0.187642,1
14800.748,14800.0,370,0.33668,0.285769,0.285769,0.02991,0.02991,0.169968,1
14841.212,14840.0,371,0.261957,0.215288,0.215288,0.018134,0.018134,0.12453,1
14880.552,14880.0,372,0.154382,0.125746,0.125746,0.009861,0.009861,0.072151,1
14921.045,14920.0,373,0.038596,0.031436,0.031436,0.002465,0.002465,0.018038,1
14960.695,14960.0,374,0.009649,0.007859,0.007859,0.000616,0.000616,0.004509,1
15001.403,15000.0,375,0.11258,0.147859,0.147859,0.140616,0.140616,0.04244,1
15040.754,15040.0,376,0.232934,0.199383,0.199383,0.000616,0.000616,0.18244,1
15080.554,15080.0,377,0.19476,0.158125,0.158125,-0.046924,-0.046924,0.168012,1
15120.659,15120.0,378,0.116953,0.093671,0.093671,-0.03527,-0.03527,0.103205,1
15161.287,15160.0,379,0.029238,0.023418,0.023418,-0.008817,-0.008817,0.025801,1
15201.437,15200.0,380,0.169238,0.163418,0.163418,0.057189,0.057189,0.127566,1
15240.973,15240.0,381,0.157035,0.276521,0.276521,0.197189,0.197189,0.075305,1
15281.1,15280.0,382,0.148409,0.294252,0.294252,0.274419,0.274419,0.059758,1
15320.577,15320.0,383,0.146389,0.298965,0.298965,0.294007,0.294007,0.055922,1
15360.815,15360.0,384,0.149615,0.307842,0.307842,0.306602,0.306602,0.056362,1
15400.642,15400.0,385,0.150577,0.167842,0.167842,0.246411,0.246411,-0.083638,1
15441.378,15440.0,386,0.122524,0.027842,0.027842,0.188923,0.188923,-0.223638,1
15481.12,15480.0,387,0.087218,-0.112158,-0.112158,0.13211,0.13211,-0.314086,1
15521.197,15520.0,388,0.050097,-0.153591,-0.153591,0.075468,0.075468,-0.20761,1
15560.517,15560.0,389,0.012524,-0.038398,-0.038398,0.018867,0.018867,-0.06761,1
15601.102,15600.0,390,0.003131,-0.009599,-0.009599,0.004717,0.004717,-0.016903,1
15640.953,15640.0,391,0.000783,-0.0024,-0.0024,0.001179,0.001179,-0.004226,1
15680.593,15680.0,392,0.000196,-0.0006,-0.0006,0.000295,0.000295,-0.001056,1
15721.251,15720.0,393,4.9e-05,-0.00015,-0.00015,7.4e-05,7.4e-05,-0.000264,1
15760.598,15760.0,394,1.2e-05,-3.7e-05,-3.7e-05,1.8e-05,1.8e-05,-6.6e-05,1
15801.317,15800.0,395,0.106645,-0.140037,-0.140037,0.139422,0.139422,-0.140066,1
15841.117,15840.0,396,0.1365,-0.280037,-0.280037,0.199614,0.199614,-0.280066,1
15880.592,15880.0,397,0.144445,-0.420037,-0.420037,0.215383,0.215383,-0.420066,1
15921.595,15920.0,398,0.221291,-0.280037,-0.280037,0.075383,0.075383,-0.280066,1
15960.448,15960.0,399,0.256305,-0.140037,-0.140037,-0.050458,-0.050458,-0.140066,1
16001.224,16000.0,400,0.198064,-3.7e-05,-3.7e-05,-0.058817,-0.058817,-6.6e-05,1
16040.943,16040.0,401,0.11651,0.053124,0.053124,-0.037806,-0.037806,0.060047,1
16081.486,16080.0,402,0.029127,0.013281,0.013281,-0.009451,-0.009451,0.015012,1
16121.084,16120.0,403,0.169127,0.153281,0.153281,-0.072075,-0.072075,0.155012,1
16160.483,16160.0,404,0.260893,0.211701,0.211701,-0.093402,-0.093402,0.234749,1
16200.788,16200.0,405,0.277605,0.221366,0.221366,-0.096586,-0.096586,0.249099,1
16240.671,16240.0,406,0.267161,0.212185,0.212185,-0.092339,-0.092339,0.239576,1
16280.791,16280.0,407,0.215109,0.170679,0.170679,-0.07423,-0.07423,0.19287,1
16321.226,16320.0,408,0.152657,0.121091,0.121091,-0.052654,-0.052654,0.136868,1
16361.328,16360.0,409,0.087604,0.069484,0.069484,-0.030212,-0.030212,0.078543,1
16401.614,16400.0,410,0.021901,0.017371,0.017371,-0.007553,-0.007553,0.019636,1
16440.967,16440.0,411,0.005475,0.004343,0.004343,-0.001888,-0.001888,0.004909,1
16481.631,16480.0,412,0.001369,0.001086,0.001086,-0.000472,-0.000472,0.001227,1
16520.922,16520.0,413,0.000342,0.000271,0.000271,-0.000118,-0.000118,0.000307,1
16560.538,16560.0,414,8.6e-05,6.8e-05,6.8e-05,-3e-05,-3e-05,7.7e-05,1
16600.717,16600.0,415,2.1e-05,1.7e-05,1.7e-05,-7e-06,-7e-06,1.9e-05,1
16640.681,16640.0,416,0.09311,-0.139983,-0.139983,0.014322,0.014322,0.042976,1
16680.77,16680.0,417,0.23311,1.7e-05,1.7e-05,-0.071344,-0.071344,0.182976,1
16720.982,16720.0,418,0.269514,0.140017,0.140017,-0.090676,-0.090676,0.235129,1
16760.523,16760.0,419,0.176931,1.7e-05,1.7e-05,0.049324,0.049324,0.095129,1
16801.53,16800.0,420,0.126398,-0.139983,-0.139983,0.135578,0.135578,-0.044871,1
16840.441,16840.0,421,0.086376,-0.278066,-0.278066,0.116059,0.116059,-0.184871,1
16881.196,16880.0,422,0.048982,-0.191052,-0.191052,0.070098,0.070098,-0.171176,1
16921.068,16920.0,423,0.012246,-0.051052,-0.051052,0.017524,0.017524,-0.042794,1
16960.926,16960.0,424,0.003061,-0.012763,-0.012763,0.004381,0.004381,-0.010699,1
17002.058,17000.0,425,0.000765,-0.003191,-0.003191,0.001095,0.001095,-0.002675,1
17041.231,17040.0,426,0.140765,0.136809,0.136809,-0.069995,-0.069995,0.137325,1
17080.393,17080.0,427,0.150392,0.271805,0.271805,0.070005,0.070005,0.077532,1
17121.054,17120.0,428,0.141688,0.214681,0.214681,0.196921,0.196921,0.060016,1
17160.764,17160.0,429,0.11349,0.163718,0.163718,0.183795,0.183795,0.045479,1
17201.353,17200.0,430,0.080418,0.114294,0.114294,0.135659,0.135659,0.031686,1
17241.319,17240.0,431,0.046127,0.065256,0.065256,0.07877,0.07877,0.01808,1
17280.848,17280.0,432,0.011532,0.016314,0.016314,0.019692,0.019692,0.00452,1
17321.368,17320.0,433,0.002883,0.004079,0.004079,0.004923,0.004923,0.00113,1
17360.531,17360.0,434,0.000721,0.00102,0.00102,0.001231,0.001231,0.000282,1
17401.501,17400.0,435,0.140721,-0.13898,-0.13898,-0.041084,-0.041084,-0.139718,1
17440.551,17440.0,436,0.232975,-0.27898,-0.27898,-0.003427,-0.003427,-0.279718,1
17481.041,17480.0,437,0.206416,-0.41898,-0.41898,0.136573,0.136573,-0.419718,1
17521.629,17520.0,438,0.172545,-0.55898,-0.55898,0.215555,0.215555,-0.559718,1
17560.681,17560.0,439,0.134922,-0.41898,-0.41898,0.075555,0.075555,-0.419718,1
17601.705,17600.0,440,0.10257,-0.27898,-0.27898,0.02948,0.02948,-0.279718,1
17641.446,17640.0,441,0.071536,-0.14388,-0.14388,0.01443,0.01443,-0.139718,1
17681.301,17680.0,442,0.04083,-0.073037,-0.073037,0.007138,0.007138,-0.024339,1
17721.38,17720.0,443,0.010208,-0.018259,-0.018259,0.001784,0.001784,-0.006085,1
17761.163,17760.0,444,0.089709,-0.145358,-0.145358,0.013855,0.013855,0.038705,1
17800.703,17800.0,445,0.116414,-0.188164,-0.188164,0.017923,0.017923,0.053055,1
17840.935,17840.0,446,0.126106,-0.203736,-0.203736,0.019404,0.019404,0.058033,1
17881.859,17880.0,447,0.145955,-0.125248,-0.125248,-0.00043,-0.00043,0.087285,1
17921.042,17920.0,448,0.206281,0.014752,0.014752,-0.051513,-0.051513,0.167817,1
17961.197,17960.0,449,0.250533,0.154752,0.154752,-0.081486,-0.081486,0.220335,1
18000.496,18000.0,450,0.281922,0.212606,0.212606,-0.095988,-0.095988,0.251687,1
18041.39,18040.0,451,0.19604,0.312118,0.312118,0.044012,0.044012,0.111687,1
18080.733,18080.0,452,0.164251,0.315713,0.315713,0.184012,0.184012,0.071137,1
18121.307,18120.0,453,0.127493,0.257191,0.257191,0.224266,0.224266,0.050195,1
18161.08,18160.0,454,0.089493,0.18314,0.18314,0.174909,0.174909,0.034156,1
18200.626,18200.0,455,0.051183,0.105206,0.105206,0.103148,0.103148,0.019343,1
18241.128,18240.0,456,0.012796,0.026301,0.026301,0.025787,0.025787,0.004836,1
18281.003,18280.0,457,0.003199,0.006575,0.006575,0.006447,0.006447,0.001209,1
18320.772,18320.0,458,0.0008,0.001644,0.001644,0.001612,0.001612,0.000302,1
18361.133,18360.0,459,0.0002,0.000411,0.000411,0.000403,0.000403,7.6e-05,1
18401.532,18400.0,460,5e-05,0.000103,0.000103,0.000101,0.000101,1.9e-05,1
18441.432,18440.0,461,1.2e-05,2.6e-05,2.6e-05,2.5e-05,2.5e-05,5e-06,1
18480.432,18480.0,462,3e-06,6e-06,6e-06,6e-06,6e-06,1e-06,1
18521.058,18520.0,463,1e-06,2e-06,2e-06,2e-06,2e-06,0.0,1
18561.09,18560.0,464,0.0,0.0,0.0,0.0,0.0,0.0,1
18600.741,18600.0,465,0.0,0.0,0.0,0.0,0.0,0.0,1
18641.197,18640.0,466,0.0,0.0,0.0,0.0,0.0,0.0,1
18681.275,18680.0,467,0.0,0.0,0.0,0.0,0.0,0.0,1
18721.478,18720.0,468,0.0,0.0,0.0,0.0,0.0,0.0,1
18761.45,18760.0,469,0.0,0.0,0.0,0.0,0.0,0.0,1
18800.712,18800.0,470,0.0,0.0,0.0,0.0,0.0,0.0,1
18840.542,18840.0,471,0.0,0.0,0.0,0.0,0.0,0.0,1
18881.125,18880.0,472,0.0,0.0,0.0,0.0,0.0,0.0,1
18921.839,18920.0,473,0.0,0.0,0.0,0.0,0.0,0.0,1
18961.365,18960.0,474,0.0,0.0,0.0,0.0,0.0,0.0,1
19002.029,19000.0,475,0.0,0.0,0.0,0.0,0.0,0.0,1
19041.25,19040.0,476,0.0,0.0,0.0,0.0,0.0,0.0,1
19081.134,19080.0,477,0.0,0.0,0.0,0.0,0.0,0.0,1
19120.895,19120.0,478,0.089774,-0.14,-0.14,0.013811,0.013811,0.041434,1
19160.977,19160.0,479,0.13512,0.0,0.0,0.153811,0.153811,0.054008,1
19201.276,19200.0,480,0.142213,0.14,0.14,0.262096,0.262096,0.054164,1
19240.617,19240.0,481,0.206271,0.192471,0.192471,0.122096,0.122096,0.15753,1
19280.918,19280.0,482,0.241184,0.198503,0.198503,-0.017904,-0.017904,0.209383,1
19320.677,19320.0,483,0.205299,0.058503,0.058503,-0.032095,-0.032095,0.162825,1
19360.689,19360.0,484,0.143566,-0.081497,-0.081497,0.006167,0.006167,0.083279,1
19400.798,19400.0,485,0.146441,0.058503,0.058503,0.146167,0.146167,0.062276,1
19441.018,19440.0,486,0.119523,0.185633,0.185633,0.207548,0.207548,0.046661,1
19481.672,19480.0,487,0.085156,0.160413,0.160413,0.165892,0.165892,0.032394,1
19520.873,19520.0,488,0.048926,0.097105,0.097105,0.098475,0.098475,0.018463,1
19561.319,19560.0,489,0.012232,0.024276,0.024276,0.024619,0.024619,0.004616,1
19602.034,19600.0,490,0.003058,0.006069,0.006069,0.006155,0.006155,0.001154,1
19640.973,19640.0,491,0.000764,0.001517,0.001517,0.001539,0.001539,0.000288,1
19681.013,19680.0,492,0.000191,0.000379,0.000379,0.000385,0.000385,7.2e-05,1
19721.108,19720.0,493,4.8e-05,9.5e-05,9.5e-05,9.6e-05,9.6e-05,1.8e-05,1
19761.46,19760.0,494,1.2e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,5e-06,1
19800.989,19800.0,495,3e-06,6e-06,6e-06,6e-06,6e-06,1e-06,1
19840.432,19840.0,496,0.140003,0.140006,0.140006,-0.070573,-0.070573,0.140001,1
19880.428,19880.0,497,0.248972,0.204703,0.204703,-0.091427,-0.091427,0.226837,1
19921.961,19920.0,498,0.273648,0.218841,0.218841,-0.095754,-0.095754,0.246244,1
19961.05,19960.0,499,0.19841,0.078841,0.078841,0.044246,0.044246,0.106244,1
20001.381,20000.0,500,0.161798,-0.061159,-0.061159,0.179355,0.179355,-0.033756,1
20040.559,20040.0,501,0.124596,-0.201159,-0.201159,0.171058,0.171058,-0.173756,1
20080.571,20080.0,502,0.087247,-0.299224,-0.299224,0.126911,0.126911,-0.299385,1
20121.166,20120.0,503,0.04986,-0.199273,-0.199273,0.073801,0.073801,-0.202819,1
20161.223,20160.0,504,0.012465,-0.059273,-0.059273,0.01845,0.01845,-0.062819,1
20200.639,20200.0,505,0.003116,-0.014818,-0.014818,0.004613,0.004613,-0.015705,1
20241.076,20240.0,506,0.000779,-0.003705,-0.003705,0.001153,0.001153,-0.003926,1
20280.618,20280.0,507,0.110277,0.136295,0.136295,0.141153,0.141153,0.040299,1
20320.592,20320.0,508,0.140527,0.267051,0.267051,0.268265,0.268265,0.052434,1
20361.161,20360.0,509,0.144444,0.29222,0.29222,0.292524,0.292524,0.054101,1
20401.108,20400.0,510,0.118096,0.242149,0.242149,0.242224,0.242224,0.044269,1
20441.312,20440.0,511,0.08418,0.173266,0.173266,0.173285,0.173285,0.031563,1
20481.19,20480.0,512,0.048374,0.099681,0.099681,0.099686,0.099686,0.018139,1
20520.865,20520.0,513,0.012093,0.02492,0.02492,0.024921,0.024921,0.004535,1
20561.072,20560.0,514,0.003023,0.00623,0.00623,0.00623,0.00623,0.001134,1
20600.961,20600.0,515,0.000756,0.001558,0.001558,0.001558,0.001558,0.000283,1
20641.147,20640.0,516,0.000189,0.000389,0.000389,0.000389,0.000389,7.1e-05,1
20680.592,20680.0,517,4.7e-05,9.7e-05,9.7e-05,9.7e-05,9.7e-05,1.8e-05,1
20721.423,20720.0,518,0.111882,-0.139903,-0.139903,0.140097,0.140097,-0.139982,1
20761.36,20760.0,519,0.142556,-0.279903,-0.279903,0.206903,0.206903,-0.279982,1
20801.102,20800.0,520,0.187702,-0.284718,-0.284718,0.117565,0.117565,-0.283653,1
20840.917,20840.0,521,0.160973,-0.232236,-0.232236,0.078771,0.078771,-0.231157,1
20881.639,20880.0,522,0.116274,-0.16543,-0.16543,0.052612,0.052612,-0.164618,1
20920.712,20920.0,523,0.067085,-0.095043,-0.095043,0.029613,0.029613,-0.094569,1
20961.195,20960.0,524,0.016771,-0.023761,-0.023761,0.007403,0.007403,-0.023642,1
21001.273,21000.0,525,0.004193,-0.00594,-0.00594,0.001851,0.001851,-0.005911,1
21041.624,21040.0,526,0.001048,-0.001485,-0.001485,0.000463,0.000463,-0.001478,1
21081.329,21080.0,527,0.000262,-0.000371,-0.000371,0.000116,0.000116,-0.000369,1
21120.793,21120.0,528,6.6e-05,-9.3e-05,-9.3e-05,2.9e-05,2.9e-05,-9.2e-05,1
21160.795,21160.0,529,1.6e-05,-2.3e-05,-2.3e-05,7e-06,7e-06,-2.3e-05,1
21200.704,21200.0,530,4e-06,-6e-06,-6e-06,2e-06,2e-06,-6e-06,1
21240.432,21240.0,531,0.140004,0.139994,0.139994,-0.07067,-0.07067,0.139994,1
21281.188,21280.0,532,0.24245,0.199527,0.199527,-0.089202,-0.089202,0.220987,1
21321.521,21320.0,533,0.198912,0.159567,0.159567,-0.06999,-0.06999,0.179239,1
21360.651,21360.0,534,0.118878,0.094735,0.094735,-0.041342,-0.041342,0.106806,1
21401.013,21400.0,535,0.029719,0.023684,0.023684,-0.010336,-0.010336,0.026702,1
21441.474,21440.0,536,0.121974,0.163684,0.163684,0.129664,0.129664,0.049659,1
21481.01,21480.0,537,0.147026,0.28127,0.28127,0.269664,0.269664,0.056114,1
21520.658,21520.0,538,0.147775,0.299292,0.299292,0.29639,0.29639,0.05566,1
21560.956,21560.0,539,0.120207,0.246553,0.246553,0.245828,0.245828,0.045139,1
21600.761,21600.0,540,0.085561,0.176126,0.176126,0.175945,0.175945,0.032101,1
21640.993,21640.0,541,0.049145,0.101275,0.101275,0.10123,0.10123,0.018433,1
21681.119,21680.0,542,0.012286,0.025319,0.025319,0.025307,0.025307,0.004608,1
21721.532,21720.0,543,0.003072,0.00633,0.00633,0.006327,0.006327,0.001152,1
21760.925,21760.0,544,0.000768,0.001582,0.001582,0.001582,0.001582,0.000288,1
21800.439,21800.0,545,0.109093,0.141582,0.141582,0.141582,0.141582,0.04091,1
21841.345,21840.0,546,0.142776,0.273621,0.273621,0.273621,0.273621,0.053541,1
21880.533,21880.0,547,0.154286,0.313001,0.313001,0.313,0.313,0.057857,1
21921.045,21920.0,548,0.149745,0.307546,0.307546,0.307546,0.307546,0.056155,1
21961.569,21960.0,549,0.120817,0.248859,0.248859,0.248859,0.248859,0.045306,1
22000.314,22000.0,550,0.085791,0.176863,0.176863,0.176863,0.176863,0.032172,1
22041.366,22040.0,551,0.049241,0.10154,0.10154,0.10154,0.10154,0.018466,1
22080.814,22080.0,552,0.01231,0.025385,0.025385,0.025385,0.025385,0.004616,1
22121.294,22120.0,553,0.149079,0.013299,0.013299,-0.021464,-0.021464,0.112393,1
22160.94,22160.0,554,0.03727,-0.126701,-0.126701,-0.161464,-0.161464,-0.027607,1
22200.768,22200.0,555,0.11757,0.013299,0.013299,-0.021464,-0.021464,0.033693,1
22240.475,22240.0,556,0.25757,0.153299,0.153299,0.013485,0.013485,0.159229,1
22280.772,22280.0,557,0.39757,0.293299,0.293299,0.023631,0.023631,0.201885,1
22320.521,22320.0,558,0.480971,0.381523,0.381523,0.027922,0.027922,0.226584,1
22360.718,22360.0,559,0.385547,0.241523,0.241523,-0.02812,-0.02812,0.086584,1
22400.799,22400.0,560,0.3169,0.101523,0.101523,-0.051133,-0.051133,-0.053416,1
22441.624,22440.0,561,0.1769,-0.038477,-0.038477,0.000385,0.000385,0.026151,1
22481.607,22480.0,562,0.14051,0.00563,0.00563,0.103541,0.103541,0.046958,1
22520.667,22520.0,563,0.151,0.14563,0.14563,0.243541,0.243541,0.055222,1
22560.997,22560.0,564,0.163632,0.28563,0.28563,0.320517,0.320517,0.061011,1
22600.722,22600.0,565,0.163925,0.325129,0.325129,0.333851,0.333851,0.061384,1
22640.818,22640.0,566,0.197185,0.288768,0.288768,0.193851,0.193851,0.121043,1
22681.247,22680.0,567,0.166449,0.227807,0.227807,0.12697,0.12697,0.109533,1
22720.569,22720.0,568,0.119714,0.160695,0.160695,0.084081,0.084081,0.080231,1
22760.818,22760.0,569,0.06898,0.092045,0.092045,0.047189,0.047189,0.046482,1
22801.093,22800.0,570,0.017245,0.023011,0.023011,0.011797,0.011797,0.01162,1
22840.896,22840.0,571,0.004311,0.005753,0.005753,0.002949,0.002949,0.002905,1
22881.121,22880.0,572,0.001078,0.001438,0.001438,0.000737,0.000737,0.000726,1
22921.749,22920.0,573,0.000269,0.00036,0.00036,0.000184,0.000184,0.000182,1
22960.812,22960.0,574,6.7e-05,9e-05,9e-05,4.6e-05,4.6e-05,4.5e-05,1
23001.219,23000.0,575,1.7e-05,2.2e-05,2.2e-05,1.2e-05,1.2e-05,1.1e-05,1
23040.659,23040.0,576,4e-06,6e-06,6e-06,3e-06,3e-06,3e-06,1
23081.418,23080.0,577,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1
23121.22,23120.0,578,0.0,0.0,0.0,0.0,0.0,0.0,1
23160.744,23160.0,579,0.0,0.0,0.0,0.0,0.0,0.0,1
23201.064,23200.0,580,0.0,0.0,0.0,0.0,0.0,0.0,1
23240.774,23240.0,581,0.11224,0.14,0.14,0.14,0.14,0.04209,1
23280.73,23280.0,582,0.140381,0.266663,0.266663,0.266663,0.266663,0.052643,1
23321.233,23320.0,583,0.124142,0.126663,0.126663,0.126663,0.126663,0.054259,1
23360.99,23360.0,584,0.120763,-0.013337,-0.013337,0.04547,0.04547,0.054978,1
23401.127,23400.0,585,0.121012,-0.150045,-0.150045,0.02534,0.02534,0.055662,1
23440.73,23440.0,586,0.137633,-0.010045,-0.010045,0.16534,0.16534,0.055513,1
23480.852,23480.0,587,0.114943,0.121203,0.121203,0.185442,0.185442,0.045077,1
23520.838,23520.0,588,0.082426,0.112777,0.112777,0.142431,0.142431,0.032068,1
23561.348,23560.0,589,0.047451,0.069432,0.069432,0.083643,0.083643,0.018417,1
23601.156,23600.0,590,0.011863,0.017358,0.017358,0.020911,0.020911,0.004604,1
23641.402,23640.0,591,0.002966,0.00434,0.00434,0.005228,0.005228,0.001151,1
23681.362,23680.0,592,0.000741,0.001085,0.001085,0.001307,0.001307,0.000288,1
23720.781,23720.0,593,0.000185,0.000271,0.000271,0.000327,0.000327,7.2e-05,1
23761.52,23760.0,594,4.6e-05,6.8e-05,6.8e-05,8.2e-05,8.2e-05,1.8e-05,1
23801.539,23800.0,595,1.2e-05,1.7e-05,1.7e-05,2e-05,2e-05,4e-06,1
23841.67,23840.0,596,3e-06,4e-06,4e-06,5e-06,5e-06,1e-06,1
23880.328,23880.0,597,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,1
23920.784,23920.0,598,0.0,0.0,0.0,0.0,0.0,0.0,1
23961.256,23960.0,599,0.0,0.0,0.0,0.0,0.0,0.0,1
24001.765,24000.0,600,0.0,0.0,0.0,0.0,0.0,0.0,1
24040.986,24040.0,601,0.14,0.14,0.14,0.020547,0.020547,0.14,1
24081.194,24080.0,602,0.28,0.28,0.28,0.026639,0.026639,0.207016,1
24121.534,24120.0,603,0.42,0.381714,0.381714,0.028925,0.028925,0.229877,1
24160.934,24160.0,604,0.471856,0.391735,0.391735,0.028396,0.028396,0.226787,1
24201.14,24200.0,605,0.474237,0.385693,0.385693,0.027654,0.027654,0.22113,1
24241.208,24240.0,606,0.334237,0.245693,0.245693,0.020614,0.020614,0.096383,1
24281.323,24280.0,607,0.194237,0.105693,0.105693,0.019318,0.019318,0.066589,1
24321.543,24320.0,608,0.250705,0.186746,0.186746,-0.064876,-0.064876,0.197882,1
24361.303,24360.0,609,0.214286,0.166929,0.166929,-0.068499,-0.068499,0.185397,1
24401.302,24400.0,610,0.154644,0.121894,0.121894,-0.051978,-0.051978,0.136966,1
